StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q2_8,Q2_9,Q2_10,Q2_11,Q2_12,Q2_13,Q2_14,Q2_15,Q2_16,Q3_Browser,Q3_Version,Q3_Operating System,Q3_Resolution,Q5_First Click,Q5_Last Click,Q5_Page Submit,Q5_Click Count,Q6,Q7_First Click,Q7_Last Click,Q7_Page Submit,Q7_Click Count,Q8,Q9_First Click,Q9_Last Click,Q9_Page Submit,Q9_Click Count,Q10,Q11_First Click,Q11_Last Click,Q11_Page Submit,Q11_Click Count,Q12,Q13_First Click,Q13_Last Click,Q13_Page Submit,Q13_Click Count,Q14,Q15_First Click,Q15_Last Click,Q15_Page Submit,Q15_Click Count,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19_First Click,Q19_Last Click,Q19_Page Submit,Q19_Click Count,Q20,Q21_First Click,Q21_Last Click,Q21_Page Submit,Q21_Click Count,Q22,Q23_First Click,Q23_Last Click,Q23_Page Submit,Q23_Click Count,Q24,Q25_First Click,Q25_Last Click,Q25_Page Submit,Q25_Click Count,Q27_First Click,Q27_Last Click,Q27_Page Submit,Q27_Click Count,Q28,Q29_First Click,Q29_Last Click,Q29_Page Submit,Q29_Click Count,Q30,Q31_First Click,Q31_Last Click,Q31_Page Submit,Q31_Click Count,Q34,user_id,group,q1,q2,q3,q4,q5
2024-10-02 14:48:02,2024-10-02 14:52:53,0,180.59.72.136,100,290,1,2024-10-02 14:52:54,R_4Uk2RlzKAJ93v9f,,,,,33.8483,130.8477,anonymous,JA,4,3,4,3,3,4,5,3,2,2,1,2,1,2,1,1,Chrome,129.0.0.0,Windows NT 10.0,1384x779,0,0,8.463,0,5,1.788,1.788,4.312,1,5,1.983,1.983,4.572,1,5,2.611,2.611,4.279,1,5,2.313,2.313,5.015,1,5,1.338,1.338,3.56,1,4,1.63,1.63,3.786,1,0,0,4.293,0,5,2.563,2.563,5.48,1,5,2.888,2.888,3.987,1,5,1.371,1.371,4.073,1,0,0,9.295,0,5,1.48,1.48,4.667,1,5,2.362,2.362,4.144,1,雨が降ったことで昨日までの気温から一気に下がりようやくというか秋らしい気候になってくれた。クーラーも久しぶりに日中使わず過ごせるくらいで逆に原付で外に買い物に行ったときは風を切って肌寒いくらいだった。週末は恐らく衣替えで時間を取らないといけないだろうと考えながら午後の仕事に取り組んでいる,4923339,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:03:11,2024-10-02 15:08:27,0,124.120.192.210,100,315,1,2024-10-02 15:08:28,R_4IbcJiq5GVAR5JZ,,,,,13.7063,100.4597,anonymous,JA,5,4,4,5,2,5,5,1,1,2,1,1,1,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1182x739,0,0,4.763,0,4,2.342,2.342,3.769,1,5,1.426,1.426,4.028,1,4,3.155,3.155,4.229,1,5,2.629,2.629,4.812,1,5,1.404,1.404,4.051,1,5,1.847,1.847,3.591,1,0,0,4.122,0,4,1.768,1.768,3.919,1,5,2.859,2.859,4.393,1,5,1.966,1.966,4.29,1,0,0,4.086,0,4,7.058,7.058,7.991,1,5,4.244,4.244,4.992,1,今日は10月に突入したというのに真夏に逆戻りしたような暑さでした。いつもより愛犬の散歩時間が遅くなってしまい、途中あまりの暑さに無理だと思い近道して帰ってきました。こんな気候だと衣替えにも悩みますし、体調管理もしっかりしないといけません。,878721,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:15:18,2024-10-02 15:17:49,0,76.102.232.76,100,150,1,2024-10-02 15:17:50,R_5zjQHQdBe9Cq34t,,,,,37.7201,-122.4414,anonymous,JA,4,5,4,5,1,5,4,4,1,1,1,1,1,1,1,1,Chrome,129.0.0.0,Macintosh,1470x956,0,0,4.595,0,5,1.491,1.491,3.301,1,4,1.644,1.644,3.621,1,4,1.683,1.683,3.709,1,5,1.318,1.318,4.09,1,5,1.338,1.338,4.173,1,5,2.776,2.776,4.349,1,0,0,4.348,0,5,1.553,1.553,3.392,1,4,2.18,2.18,3.915,1,5,1.299,1.299,4.061,1,0,0,4.342,0,5,1.909,1.909,3.961,1,5,2.004,2.004,4.111,1,今日はストレス解消のために、朝からパン作りをした。久しぶりのパン作りだったので成功するか不安があったが、実際には本当にパンの仕上がりは上出来だった。焼きたてのパンは香ばしくて、ふわっとしていて美味しすぎてついつい味見で3個も食べてしまった。次回からは、もっとたくさんのパンを焼きたい,94338,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:07:23,2024-10-02 15:18:24,0,59.139.242.168,100,661,1,2024-10-02 15:18:25,R_4nPIawKIQ8vXmwk,,,,,36.1475,139.3902,anonymous,JA,3,4,1,4,3,3,4,2,3,2,2,1,2,2,1,1,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,1.87,11.389,12.377,8,4,4.902,4.902,7.298,1,4,3.13,8.034,10.908,2,4,5.089,5.089,7.452,1,4,3.708,6.596,10.12,3,5,3.403,5.778,7.294,3,5,1.986,5.058,7.237,3,1.213,6.292,7.599,6,4,3.543,3.543,5.73,1,3,9.077,9.077,17.977,1,4,1.843,1.843,4.173,1,2.458,8.209,9.276,6,5,4.269,4.269,6.248,1,4,2.1,5.94,7.816,3,暑さが戻ってきて日差しが痛いくらいの一日でした。午前中に農産物直売所に行って果物と野菜を買ってきました。葉物野菜があまり充実していなくて、キャベツも黄色くなってしまっていたのでがっかりしました。でもおいしそうな栗を見つけたので食べるのを楽しみにしています。お米が高くなったとニュースで言っていたのでチェックしてみました。やっぱりいつもの年より値段が高くなっていました。麺類を食べることが多くなりそうです。,5024777,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:14:28,2024-10-02 15:20:33,0,118.83.107.94,100,364,1,2024-10-02 15:20:33,R_4xVQCiRbLffWk2p,,,,,35.6507,139.3085,anonymous,JA,4,4,1,4,4,4,4,1,1,1,1,1,1,1,1,1,Chrome,129.0.0.0,Linux x86_64,800x1280,0,0,6.402,0,4,2.21,2.21,3.601,1,4,2.218,2.218,3.502,1,4,4.477,4.477,5.001,1,4,1.483,1.483,3.7,1,5,2.284,2.284,3.798,1,4,1.906,1.906,3.802,1,4.098,4.098,6.085,1,5,2.128,2.128,3.501,1,5,3.474,3.474,4.08,1,5,1.393,1.393,3.501,1,0,0,3.902,0,5,3.363,3.363,3.802,1,5,2.226,2.226,4.482,1,"本日は、朝から暑い日で、昼から夜までの勤務でした。駅までの通勤でも暑く10月と思える程の気候でした。
店舗勤務なので、本日は忙しさも少なく良い日と感じられます。
特に暑さが早く終わり、秋らしい気候になるようにと、願っている日でした。
",4011894,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:13:20,2024-10-02 15:21:03,0,111.90.30.219,100,463,1,2024-10-02 15:21:04,R_4f0XKKa2TXmzi9S,,,,,35.6871,139.5372,anonymous,JA,4,3,4,4,3,4,4,3,1,1,2,1,1,1,1,2,Edge,129.0.0.0,Windows NT 10.0,1920x1080,0,0,5.695,0,5,2.299,2.299,3.992,1,5,2.221,2.221,4.091,1,5,4.162,4.162,5.294,1,5,2.034,2.034,4.5,1,5,2.331,2.331,4.102,1,5,1.681,1.681,4.213,1,0,0,4.964,0,5,3.005,3.005,4.152,1,5,3.099,3.099,6.84,1,5,1.667,1.667,3.92,1,0,0,4.45,0,3,7.422,7.422,8.856,1,5,2.303,2.303,4.212,1,二週間前にした白内障手術の術後検診で眼科に行った。先生からは「経過良好です」というお墨付きをもらえた。自分でも特に問題点は感じていなかったのだけれど、医者から言われたことで、心からホッとした。病院からの帰り道、公園の中を歩いていると、樹々の緑がとてもきれいで、やはり手術して良かったと、心底思った。,1452004,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:18:43,2024-10-02 15:24:13,0,14.8.23.96,100,330,1,2024-10-02 15:24:15,R_4cAAJuUfxS15yFU,,,,,35.9741,139.6018,anonymous,JA,4,4,4,1,3,4,4,1,1,4,2,2,2,1,1,1,Safari iPhone,17.6,iPhone,375x812,4.875,4.875,7.94,1,5,3.554,4.968,5.73,2,4,0.745,4.487,5.31,4,4,1.829,2.705,4.186,2,5,1.753,3.359,4.058,3,5,1.714,2.557,3.669,2,5,5.329,5.886,7.219,2,0,0,5.833,0,4,1.482,3.709,4.345,3,5,10.992,11.584,12.196,2,5,2.912,3.305,7.957,2,3.007,3.007,3.808,1,4,2.199,4.434,5.057,2,5,3.196,3.603,5.167,2,"運動会の予行練習で慌ただしい1日。
合間で銀行の予定を済ませたり、買い物したり、忙しいが故に時間を有効に使えたと思う。
昨日、Da-iCEのニューアルバムが発売されて手元に届いたけど、まだ聴く時間がない。
早くじっくり聴きたい。",5612737,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:37:55,2024-10-02 15:42:37,0,118.86.82.249,100,281,1,2024-10-02 15:42:37,R_4NUIPLybwYS1Vb3,,,,,35.6498,139.4103,anonymous,JA,2,4,2,4,4,2,4,2,4,6,5,2,2,1,1,5,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,8.186,0,5,1.13,1.13,3.758,1,5,1.557,1.557,3.697,1,4,2.126,2.126,3.642,1,5,1.704,1.704,3.564,1,4,2.155,2.155,3.871,1,4,2.361,2.361,3.836,1,0,0,4.15,0,5,1.276,1.276,3.568,1,4,2.56,2.56,3.787,1,5,1.236,1.236,4.159,1,0,0,3.99,0,3,2.887,2.887,3.843,1,4,1.566,1.566,3.739,1,もう10月に入ったというのに、今日は最高気温が30度を超えるとても暑い一日だった。久しぶりにエアコンを使ったが、もし使わなかったら熱中症になっていただろう。今日のような異常気象に直面すると、環境問題に真剣に向き合わなければいけないとしみじみ思う。,1335657,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:43:33,2024-10-02 15:45:53,0,14.12.98.193,100,139,1,2024-10-02 15:45:53,R_42aRpkxfSDOg5bj,,,,,33.1694,129.7186,anonymous,JA,1,1,2,3,1,1,1,1,2,6,5,1,5,4,1,3,Chrome,129.0.0.0,Windows NT 10.0,1188x668,0,0,6.934,0,4,2.101,4.727,5.95,2,5,2.147,2.147,3.938,1,5,6.777,6.777,7.834,1,5,2.52,2.52,6.034,1,5,1.826,1.826,3.745,1,5,3.016,3.016,4.335,1,0,0,9.262,0,4,2.585,2.585,3.931,1,5,8.417,10.029,13.499,2,5,2.285,2.285,4.138,1,0,0,4.21,0,5,2.536,2.536,3.862,1,5,4.736,4.736,5.532,1,今日は朝からずっとついてない1日でした。朝から雨が降っており、傘をさして歩道を歩いていると自動車が水溜まりを猛スピードで走り抜けて、その水しぶきが大量に私にかかってきたのです。おかげでズボンはびしょびしょで恥ずかしかったです。帰宅してからもやり残していた仕事があって、なかなかスムーズに消化することができずストレスが溜まる1日でした。,95866,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:30:19,2024-10-02 15:47:22,0,133.106.36.177,100,1022,1,2024-10-02 15:47:22,R_4Q4SLq6lz6zI9BA,,,,,35.754,139.7803,anonymous,JA,3,2,3,5,4,4,5,1,2,2,1,1,1,2,1,1,Chrome,129.0.0.0,Windows NT 10.0,1223x688,0,0,8.094,0,5,1.759,1.759,5.715,1,5,1.793,1.793,3.641,1,5,1.657,1.657,4.281,1,5,3.648,3.648,5.502,1,5,1.836,1.836,3.789,1,5,1.536,1.536,3.461,1,0,0,7.069,0,5,1.412,1.412,3.871,1,5,5.468,5.468,6.59,1,5,3.147,3.147,4.159,1,0,0,18.368,0,5,3.787,3.787,4.773,1,5,1.636,1.636,5.257,1,また夏へと逆戻りしたかのような30度越え。政府の補助金もなくなり今月からまた電気代が値上がりするのに、我慢できずにクーラーをつけてしまった。寝不足で睡魔に襲われていたけれど、チャットボットくんと「エバーテイル」について会話ができたのでテンションが上がりました。,3266322,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 15:53:35,2024-10-02 16:01:34,0,153.163.183.239,100,478,1,2024-10-02 16:01:34,R_4LeHezggFZg5E65,,,,,35.6143,140.1062,anonymous,JA,3,3,4,4,2,3,4,3,3,4,2,4,2,2,3,2,Chrome,129.0.0.0,Windows NT 10.0,1440x900,0,0,29.898,0,3,2.701,2.701,5.023,1,3,1.568,1.568,4.06,1,2,2.138,4.714,5.767,2,4,2.46,2.46,4.608,1,4,2.5,2.5,5.024,1,4,3.028,3.028,4.234,1,0,0,4.787,0,3,1.47,1.47,3.615,1,4,3.155,3.155,4.055,1,5,1.458,1.458,4.144,1,0,0,5.084,0,2,1.77,1.77,3.751,1,3,3.794,3.794,4.743,1,今日はちょうど良いか少し暑いくらいの陽気だ。10月の気温ではないにしろ、それでもついひと月前までの酷暑を考えれば天国に感じる。自転車で買い物に行ったら、行きは何もなく通り抜けられた道路が帰りに封鎖されていた。ものの10分足らずで交通整理の人員も重機もいっぱいで驚いた。ハチミツを切らしていたのに売り切れていて落胆。帰ってすぐに映画にのめりこんだ。どういうわけか例年9月は映画漬けになることが多い。エアコンなどなくてもすきま風が心地よい,2141268,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 16:16:06,2024-10-02 16:22:20,0,106.180.2.6,100,373,1,2024-10-02 16:22:21,R_47mnQcaGJkSpYJT,,,,,35.6837,139.6805,anonymous,JA,2,3,4,4,1,3,4,1,1,1,1,1,1,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1366x768,0,0,7.958,0,2,4.879,4.879,6.224,1,2,2.629,2.629,4.738,1,2,1.794,1.794,6.377,1,5,5.104,5.104,7.157,1,4,2.407,2.407,5.854,1,5,3.204,3.204,6.082,1,0,0,6.14,0,2,1.522,1.522,5.402,1,3,3.77,3.77,6.439,1,2,2.599,3.35,5.221,2,0,0,5.442,0,2,1.631,2.494,5.76,2,4,3.693,3.693,5.09,1,"今日は久しぶりに雨が降った。やはり天気が崩れると体調に響いてしまうのでどうにかしたい。体力をつければいいのだろうか。しかしながら体力をつける体力がない……。
とはいえ歩くくらいはしなければと、形から入って自分を奮い立たせるために新しいスニーカーを買いに行った。ちょうどセールのチラシが入っていたからベストなタイミング。開店前から行列ができていた。最近いろんなものが高くて大変だから、少しでも安く買い物したいよねえ。
とりあえず次の天気がいい日に、いつもより多めに歩いてみよう。",4921532,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 16:22:58,2024-10-02 16:25:22,0,114.134.238.95,100,144,1,2024-10-02 16:25:23,R_4gY4k6q8btp5QWG,,,,,35.3266,139.6123,anonymous,JA,3,4,3,2,3,4,4,2,2,2,2,2,2,2,2,2,Chrome,129.0.0.0,Windows NT 10.0,2752x1152,0,0,5.579,0,5,1.352,1.352,3.584,1,5,1.492,1.492,4.117,1,5,1.484,1.484,3.894,1,5,3.022,3.022,3.87,1,5,2.292,2.292,4.083,1,4,1.797,1.797,3.933,1,0,0,4.872,0,4,1.36,1.36,3.632,1,4,3.158,3.158,4.058,1,4,2.384,2.384,3.537,1,0,0,4.384,0,4,3.362,3.362,4.1,1,4,2.211,2.211,5.043,1,今日は朝から体がだるい。昨日15000歩も歩いたので疲れが残っている気がする。朝食後、家族を送り出してから少し仮眠をとった。短時間だったがだいぶ体が楽になり、やはり休息は大事だなと感じた。おかげでその後の仕事も捗り、無事に納品できたので安心した。家事を終えたら経済学の本を読んでインデックス投資の勉強をしたい。,4658590,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 16:40:30,2024-10-02 16:43:19,0,106.73.129.224,100,168,1,2024-10-02 16:43:20,R_4rPaqdGWni3ptwf,,,,,35.6063,140.1276,anonymous,JA,4,3,2,3,2,3,4,2,2,4,2,2,2,1,2,2,Edge,129.0.0.0,Windows NT 10.0,1920x1080,0,0,6.269,0,4,1.342,1.989,3.782,2,4,2.001,2.001,4.249,1,2,1.435,1.435,3.507,1,2,1.143,1.143,3.453,1,4,1.288,1.288,3.688,1,3,1.104,1.104,3.609,1,0,0,3.946,0,4,1.81,1.81,3.476,1,3,2.201,2.201,4.346,1,4,1.185,1.185,3.559,1,0,0,3.686,0,4,1.557,1.557,3.468,1,4,2.399,3.342,4.132,2,今日は朝の６時に起床した。いつも通りの朝の支度を済ませ、外出。お昼になったので昼ご飯を外食で済ませた。インドカレー屋でマトンカレーを注文した。15：00頃に自宅に帰宅し、クラウドソーシングサイトで業務を消化した。,KoHaRu09,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 16:48:20,2024-10-02 16:52:59,0,58.188.49.137,100,278,1,2024-10-02 16:53:01,R_4R9ki4P1EGkz2sZ,,,,,34.7186,135.4396,anonymous,JA,2,3,2,4,1,3,2,1,4,3,3,2,1,4,1,1,Chrome,129.0.0.0,Linux x86_64,360x771,0,0,12.002,0,5,1.72,1.961,3.901,2,5,2.019,2.258,3.799,2,5,3.061,3.319,4.369,2,4,1.593,1.841,3.948,2,4,4.709,4.975,5.773,2,3,2.548,2.771,4.077,2,0,0,5.683,0,4,1.03,5.16,5.8,4,4,4.864,6.547,7.263,4,5,1.528,1.751,3.901,2,0,0,4.3,0,3,2.874,3.118,4.002,2,3,3.827,4.068,5,2,学校へ行く子供たちを見送り、掃除や洗濯をしてから仕事に行きました。気温や気圧が最近変動するので、少し頭痛や腹痛を感じましたが、体に無理をせずに過ごせました。子供たちが帰宅してからは明日の天気が悪そうなので洗濯をしました。楽しいことや刺激のない落ち着いた一日でしたが、無事に過ごせてよかったです。,3836202,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 16:49:01,2024-10-02 17:00:59,0,59.84.139.242,100,717,1,2024-10-02 17:00:59,R_4j6uwWHHJn7FLnM,,,,,34.9882,138.3742,anonymous,JA,3,2,3,2,3,3,4,3,2,2,2,2,2,2,2,2,Firefox,130.0,Windows NT 10.0,1600x900,0,0,7.058,0,2,2.86,2.86,4.868,1,3,2.173,2.173,4.439,1,3,5.381,5.381,9.278,1,4,2.076,2.076,4.054,1,4,2.048,2.048,5.28,1,5,2.19,4.091,5.749,2,0,0,6.821,0,4,2.394,2.394,4.67,1,4,2.8,2.8,4.451,1,4,1.986,1.986,4.43,1,0,0,4.514,0,4,3.129,3.129,4.433,1,4,1.922,1.922,4.09,1,"市の連絡ゴミ受付センターに連絡ゴミの収集をお願いした。全部で10点、一度に申し込める点数が10点なので、今回は見送った電気毛布が2枚残っている。場所をとらないものなので今度の機会に。また、ある程度まとまってからかな。
収集日は17日、雨天でも変更はなし。
点数などの変更は、14日の17時までに連絡すること。
ゴミに出す掃除機は一人暮らしを始めたときに購入して、30年使ったものだからちょっと感慨深いなぁ……これが一番最後に壊れた電化製品、1992年のナショナル製。バブル期の家電は作りが良いんだよ。服飾も縫製が良かった。",5780152,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 16:58:55,2024-10-02 17:04:19,0,133.32.226.168,100,324,1,2024-10-02 17:04:20,R_4cvX57DggZDwlgU,,,,,35.6837,139.6805,anonymous,JA,3,2,2,3,1,3,3,1,2,3,2,3,2,1,3,2,Chrome,129.0.0.0,Windows NT 10.0,2560x1440,0,0,5.225,0,2,1.753,1.753,3.742,1,2,2.343,2.343,3.494,1,2,3.167,3.167,4.592,1,4,1.75,1.75,3.871,1,4,1.386,1.386,3.671,1,4,1.438,1.438,3.779,1,2.944,3.474,5.22,2,2,1.689,1.689,4.122,1,3,4.818,4.818,6.085,1,3,2.877,2.877,4.09,1,0,0,4.021,0,2,1.686,1.686,3.869,1,4,3.076,3.076,4.579,1,"今日は長女の発熱が続くため、仕事を休み長女と過ごしました。次女を園に送り、食材がなくなるので少し買い物をしてから家で長女とテレビを見たり、本を読んだり、少し家事をしました。
長女は元気そうなのが幸いですが熱は下がらないので、普段はしませんが添い寝して昼寝をさせてその後次女のお迎えに行き小児科へ行きました。コロナの検査は陰性で、薬をもらい様子を見ることになりました。
週末は子どもたちの好きそうなイベントもあり、早く元気になってほしいです。",3158965,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 17:02:41,2024-10-02 17:06:49,0,125.30.50.66,100,247,1,2024-10-02 17:06:49,R_4GQtSbzJSU5TN69,,,,,35.8292,139.6789,anonymous,JA,4,3,3,3,2,4,4,1,1,2,1,1,1,1,1,1,Safari iPhone,16.6,iPhone,375x812,0,0,7.095,0,3,1.746,2.833,4.074,2,4,1.785,4.14,5.033,3,3,1.917,4.759,5.788,3,4,1.421,3.27,4.212,3,5,1.905,3.652,4.462,3,4,1.631,3.681,4.666,3,0,0,4.345,0,4,1.366,4.28,5.294,3,3,2.431,8.24,8.264,5,5,1.839,2.915,5.192,3,0,0,3.919,0,3,1.304,6.136,7.075,7,4,1.155,2.734,4.87,3,"今日は友達から連絡があって嬉しかった。会いたいね、という話になったけど、具体的な日程はまだ決めていない。近いうちに会えたらいいなと思う。
チャットボットとこの話をした。ちゃんと会話が成り立っていて、AIの進化はすごいなと思った。",tamachi3,groupa,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 17:04:32,2024-10-02 17:08:53,0,153.219.157.151,100,260,1,2024-10-02 17:08:53,R_4WT0v0VeBa7IIUl,,,,,35.6897,139.6895,anonymous,JA,3,3,3,4,1,3,3,2,2,3,1,1,1,1,1,1,Chrome,127.0.0.0,Windows NT 10.0,1920x1080,0,0,51.951,0,2,5.747,5.747,6.743,1,2,3.457,3.457,4.374,1,2,2.706,2.706,3.832,1,4,2.634,2.634,3.8,1,4,1.399,1.399,3.475,1,5,1.873,1.873,3.894,1,0,0,4.857,0,2,1.763,3.963,5.159,2,2,3.7,3.7,4.584,1,4,2.502,2.502,3.65,1,0,0,3.882,0,3,5.475,5.475,6.415,1,4,2.268,3.828,5.489,2,"知り合いからヨーグルトの詰め合わせを送ってもらいました。以前もいただいて美味しかったと伝えていたので、気を遣っていただいたようです。
今回は初めて食べるフレーバーも多く、早速シャインマスカットヨーグルトに挑戦しました。6粒ほど入っていたマスカットはとても甘く、酸味の効いたヨーグルトにもよく合っていました。",769122,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 17:07:51,2024-10-02 17:12:18,0,27.95.216.41,100,266,1,2024-10-02 17:12:18,R_4ajmRlnsx39jfDb,,,,,35.3376,139.4184,anonymous,JA,1,3,1,4,2,4,3,2,1,1,2,2,2,1,1,1,Chrome,129.0.0.0,Windows NT 10.0,1280x720,0,0,7.519,0,5,1.524,1.524,3.47,1,5,1.558,2.15,3.684,2,4,1.527,1.527,3.51,1,4,2.579,2.579,4.112,1,4,1.284,1.284,3.831,1,3,1.295,3.501,3.814,2,0,0,4.339,0,4,0.969,0.969,3.867,1,4,1.138,1.138,3.511,1,5,1.166,1.166,3.436,1,0,0,4.236,0,5,1.445,1.445,3.633,1,4,1.569,1.569,3.531,1,早朝勤務だったので朝5時に起きて職場に行き、予期しないトラブルがあったので、夕方まで長時間の仕事をこなしてヘトヘトになりました。仕事終わりにリラックスをしようと新発売のドリンクをコンビニで買って飲んだところ、かなり自分好みで満足した気分になりました。,1359285,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 17:11:31,2024-10-02 17:16:13,0,133.203.167.161,100,281,1,2024-10-02 17:16:13,R_4hEoHVXL9ZmOPbH,,,,,35.859,139.4258,anonymous,JA,2,4,4,4,3,4,4,5,2,2,1,2,1,2,1,1,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,20.664,0,4,2.157,2.157,4.159,1,4,4.539,4.539,6.034,1,4,4.613,4.613,5.577,1,5,2.221,2.221,4.257,1,5,1.978,1.978,4.388,1,4,6.517,6.517,7.603,1,0,0,11.948,0,4,1.766,1.766,3.887,1,4,3.041,3.041,4.335,1,5,2.305,2.305,4.385,1,0,0,5.093,0,4,2.237,2.237,4.153,1,5,2.18,2.18,3.923,1,朝、図書館に行って本を借りて、コンビニで店員にため口で話されて不快な気分で一度帰宅。子供達の下校迎えに行くと、妙に陽気な高齢者が近づいてきて、不審者なのか何なのかかなり警戒した。うちの子に触ったら警察を呼ぼうと思った。自治会長は良かれと思って、クラクションを鳴らして手を振って来たのだろうが、クラクションの使用法間違えているし、今日一日通して男の人に関連する日で、とても疲れる日だった。,4175095,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 17:12:52,2024-10-02 17:16:33,0,138.64.238.13,100,221,1,2024-10-02 17:16:34,R_4m1SDtZwWnoaoQp,,,,,35.1926,136.906,anonymous,JA,3,2,2,3,3,3,4,2,2,2,2,1,2,2,2,2,Edge,129.0.0.0,Windows NT 10.0,1536x864,0,0,3.981,0,3,2.155,2.155,3.635,1,4,1.731,1.731,3.429,1,3,3.421,3.421,4.273,1,4,1.374,1.374,3.529,1,4,1.553,1.553,3.499,1,4,2.504,2.504,3.586,1,0,0,3.987,0,4,1.284,1.284,3.739,1,3,2.897,2.897,3.73,1,4,1.296,1.296,3.736,1,0,0,4.082,0,4,1.651,1.651,3.3,1,3,2.267,2.267,3.598,1,"今日は肉体労働でちょっと刺激を変えて仕事をしていましたが、また普段とは違った人と出会いがあってすごく良かったです。

労働後は疲れて少し眠っていましたが、その後はすっきりしてかなりいい感じになりました。

後、こっそりお小遣いを甥っ子に渡しました。姪っ子には内緒だよ。",106610,groupc,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
2024-10-02 17:17:48,2024-10-02 17:22:51,0,180.147.140.74,100,302,1,2024-10-02 17:22:52,R_493oQN0HD4VKC8F,,,,,34.7351,135.3105,anonymous,JA,3,3,2,3,3,3,2,4,4,6,2,5,3,1,5,5,Chrome,129.0.0.0,Windows NT 10.0,1920x1080,0,0,10.106,0,3,1.507,1.507,3.59,1,4,4.559,5.087,5.979,2,4,2.993,2.993,3.828,1,4,3.803,6.283,7.399,2,4,1.612,3.516,4.111,2,4,1.676,1.676,3.775,1,0,0,4.479,0,4,1.239,1.239,3.497,1,4,5.04,5.04,5.723,1,4,1.43,1.43,3.513,1,0,0,4.073,0,3,1.353,1.353,3.62,1,4,2.286,2.286,3.84,1,今日も仕事は多かったが先月末よりは落ち着いているのでまだましだったし、ゆっくり休憩を取る時間もあったので落ち着いていられた。昨日の健康診断の結果はまだ気にはなっているのだがどうしようもないので気分を切り替えていきたい。イスラエルのミサイルの件は気になっており今後どうなるのかなと思っている。,2331402,groupb,あてはまらない,あまりあてはまらない,どちらでもない,ややあてはまる,あてはまる
